Power Usage Effectiveness (PUE),Energy Consumption (kWh),Renewable Energy Usage (%),Cooling Efficiency,Total Power Consumption (kW),Server Power Consumption (kW),Dynamic Power Usage (kW),CPU Utilization (%),Task Completion Time (ms),SLA Violations,Workload Type,Number of Active VMs,Energy Strategy,Energy Savings (%)
1.3,"49,000",50,1.3,"1,200",70,60,0,137,0,I/O heavy,293,Renewable-first,30
1.6,"35,000",10,1.2,"1,000",40,130,30,70,0,Compute-heavy,132,Renewable-first,50
1.5,"48,000",100,1.2,"2,500",20,140,50,91,3,Mixed,356,Non-renewable,30
1.8,"36,000",70,1.4,800,90,150,70,164,2,I/O heavy,148,Renewable-first,50
1.3,"28,000",40,1.7,600,160,120,90,171,4,Compute-heavy,123,Hybrid,60
1.6,"14,000",0,1.2,"1,200",90,90,80,144,2,I/O heavy,476,Non-renewable,0
1.4,"17,000",50,1.5,700,140,120,100,86,4,Compute-heavy,497,Non-renewable,50
1.8,"17,000",20,1.7,"2,000",130,150,20,87,2,I/O heavy,84,Renewable-first,70
1.4,"40,000",30,1.4,"1,000",80,80,30,122,3,Mixed,242,Non-renewable,40
1.8,"26,000",90,1.0,"2,100",170,110,80,80,5,Compute-heavy,382,Hybrid,30
1.7,"13,000",70,1.6,"2,500",20,110,20,159,2,I/O heavy,130,Hybrid,60
1.4,"23,000",70,1.7,700,20,150,40,142,0,Mixed,101,Renewable-first,70
1.7,"11,000",100,1.0,"1,800",80,90,70,31,4,Compute-heavy,301,Renewable-first,40
1.8,"19,000",70,1.1,500,40,60,20,173,5,I/O heavy,72,Renewable-first,10
1.4,"21,000",40,1.1,"1,100",70,130,50,57,3,Mixed,432,Hybrid,30
1.5,"18,000",0,1.2,"2,800",70,150,30,139,1,Compute-heavy,275,Hybrid,50
1.5,"45,000",80,1.4,"1,400",50,120,0,106,0,Compute-heavy,272,Hybrid,40
1.4,"6,000",100,1.0,"2,900",100,80,0,162,0,Mixed,198,Non-renewable,40
1.2,"18,000",80,1.1,"2,400",160,100,70,148,3,Mixed,163,Hybrid,40
1.3,"8,000",70,1.3,600,60,70,30,192,2,I/O heavy,139,Renewable-first,0
1.4,"7,000",100,1.5,"1,800",160,80,90,78,5,Compute-heavy,432,Hybrid,0
1.5,"7,000",20,1.7,"1,200",190,70,70,116,5,I/O heavy,416,Hybrid,0
1.3,"15,000",50,1.7,"2,900",70,130,0,101,2,Compute-heavy,391,Hybrid,10
1.7,"9,000",60,1.0,"2,400",80,140,100,146,2,I/O heavy,470,Non-renewable,30
1.6,"33,000",30,1.8,"1,000",40,120,30,77,5,Mixed,265,Renewable-first,30
1.3,"32,000",90,1.2,900,60,80,90,100,3,I/O heavy,496,Renewable-first,60
1.6,"27,000",60,1.3,"2,900",130,50,40,177,1,Mixed,479,Non-renewable,30
1.6,"34,000",80,1.1,"1,600",20,110,50,25,1,Mixed,347,Hybrid,0
1.8,"27,000",50,1.7,"1,500",60,150,30,174,1,I/O heavy,317,Renewable-first,0
1.2,"45,000",10,1.4,"2,400",50,80,30,73,0,Mixed,358,Hybrid,80
1.3,"26,000",50,1.4,"2,700",190,150,70,165,5,Mixed,392,Hybrid,20
1.8,"47,000",20,1.0,"2,200",180,80,100,119,5,I/O heavy,188,Hybrid,80
1.8,"16,000",60,1.0,500,180,70,20,93,4,Compute-heavy,323,Non-renewable,10
1.6,"31,000",20,1.5,500,90,150,30,83,4,I/O heavy,254,Renewable-first,10
1.7,"44,000",70,1.4,900,150,110,30,148,2,Compute-heavy,121,Renewable-first,60
1.3,"19,000",100,1.4,"1,100",20,150,80,37,1,Compute-heavy,102,Renewable-first,60
1.5,"27,000",100,1.5,"1,600",150,60,100,164,3,Compute-heavy,110,Non-renewable,40
1.3,"48,000",40,1.1,900,160,70,10,117,0,I/O heavy,320,Non-renewable,0
1.3,"45,000",20,1.8,"1,800",120,110,50,166,3,Compute-heavy,275,Non-renewable,20
1.7,"48,000",0,1.1,"2,400",70,50,100,21,3,Compute-heavy,487,Non-renewable,60
1.3,"23,000",40,1.2,"1,300",200,70,90,162,2,Mixed,386,Non-renewable,70
1.5,"48,000",90,1.6,"2,200",70,140,10,135,3,Mixed,308,Hybrid,30
1.8,"15,000",90,1.4,"2,200",120,140,20,128,0,I/O heavy,390,Hybrid,80
1.3,"42,000",100,1.1,"1,400",180,60,90,90,5,I/O heavy,99,Renewable-first,60
1.8,"44,000",20,1.6,"2,100",20,80,20,187,3,Mixed,159,Hybrid,60
1.8,"47,000",30,1.8,900,150,100,40,99,3,I/O heavy,276,Renewable-first,30
1.5,"7,000",90,1.4,900,70,80,10,132,3,I/O heavy,393,Hybrid,70
1.3,"20,000",30,1.2,500,50,70,50,73,5,Compute-heavy,238,Renewable-first,20
1.4,"36,000",20,1.1,"1,000",40,60,10,135,5,Mixed,264,Hybrid,0
1.5,"42,000",50,1.2,"2,500",70,80,80,142,0,I/O heavy,306,Renewable-first,80
1.4,"13,000",50,1.2,"1,100",50,60,40,146,5,Compute-heavy,182,Hybrid,20
1.4,"45,000",0,1.2,"1,500",70,100,60,118,4,I/O heavy,492,Non-renewable,0
1.8,"42,000",30,1.5,500,200,140,70,84,2,Mixed,440,Renewable-first,30
1.3,"9,000",0,1.0,700,100,90,90,182,0,Mixed,216,Non-renewable,80
1.6,"5,000",60,1.3,"1,700",110,80,60,76,0,I/O heavy,88,Non-renewable,60
1.2,"39,000",60,1.3,"2,000",140,70,70,22,3,Mixed,263,Non-renewable,0
1.6,"39,000",50,1.7,"3,000",170,150,100,106,3,Compute-heavy,263,Hybrid,0
1.7,"16,000",100,1.2,"1,700",130,70,60,113,0,I/O heavy,350,Non-renewable,50
1.4,"40,000",10,1.5,"1,300",190,60,0,103,2,Compute-heavy,488,Hybrid,50
1.3,"25,000",30,1.0,"1,000",90,110,60,196,0,Compute-heavy,79,Hybrid,40
1.6,"47,000",20,1.7,"2,200",30,130,80,112,5,Compute-heavy,182,Hybrid,70
1.6,"12,000",100,1.5,"2,900",20,50,20,119,2,Compute-heavy,360,Non-renewable,50
1.6,"31,000",70,1.6,700,60,130,80,170,5,I/O heavy,264,Renewable-first,40
1.4,"13,000",10,1.5,"2,300",100,120,90,24,0,Compute-heavy,81,Hybrid,80
1.4,"32,000",90,1.7,"2,200",160,140,80,99,0,Mixed,229,Hybrid,10
1.8,"34,000",10,1.1,900,110,50,50,35,5,Compute-heavy,265,Hybrid,60
1.8,"18,000",0,1.6,700,170,50,20,190,4,Compute-heavy,305,Non-renewable,30
1.5,"27,000",80,1.1,"2,600",130,150,50,187,2,Mixed,100,Hybrid,10
1.7,"33,000",20,1.5,900,190,150,70,198,5,Compute-heavy,444,Hybrid,20
1.5,"30,000",70,1.8,"1,500",150,100,60,65,3,I/O heavy,309,Non-renewable,0
1.5,"26,000",60,1.1,"2,900",50,110,0,151,2,Compute-heavy,219,Renewable-first,70
1.3,"19,000",0,1.2,"3,000",40,130,20,75,2,I/O heavy,485,Non-renewable,40
1.5,"13,000",100,1.2,"1,400",30,140,80,124,2,Mixed,385,Non-renewable,70
1.5,"30,000",50,1.3,"1,800",150,100,10,104,1,Compute-heavy,428,Renewable-first,80
1.2,"21,000",70,1.4,"2,300",100,90,10,84,2,Mixed,367,Renewable-first,10
1.5,"13,000",50,1.1,"2,300",140,60,10,165,4,Compute-heavy,368,Non-renewable,70
1.7,"7,000",80,1.0,800,20,110,0,177,2,I/O heavy,69,Hybrid,0
1.6,"20,000",90,1.3,"2,500",150,150,30,197,1,I/O heavy,280,Renewable-first,0
1.6,"17,000",20,1.3,"1,400",110,50,40,40,4,Mixed,440,Renewable-first,60
1.7,"30,000",50,1.3,"2,800",30,80,30,84,3,I/O heavy,166,Non-renewable,30
1.2,"21,000",90,1.5,"2,200",150,90,100,110,1,Mixed,169,Renewable-first,80
1.5,"36,000",30,1.4,"3,000",60,100,40,131,0,Compute-heavy,223,Renewable-first,30
1.7,"28,000",90,1.1,"2,100",200,50,60,144,4,I/O heavy,419,Non-renewable,0
1.5,"40,000",20,1.7,"2,700",30,150,80,76,5,I/O heavy,190,Hybrid,30
1.4,"26,000",70,1.6,"1,200",50,130,60,31,4,I/O heavy,128,Non-renewable,50
1.3,"13,000",60,1.2,900,190,130,10,78,0,Mixed,235,Renewable-first,50
1.7,"26,000",60,1.7,"1,200",170,80,10,163,4,Compute-heavy,103,Hybrid,0
1.5,"45,000",40,1.8,"1,200",90,50,40,118,5,Compute-heavy,368,Renewable-first,0
1.7,"24,000",0,1.2,800,120,120,30,172,4,Compute-heavy,69,Non-renewable,0
1.6,"7,000",50,1.3,"1,400",170,120,70,113,4,Compute-heavy,343,Renewable-first,50
1.6,"40,000",50,1.1,"2,300",120,110,20,197,3,Mixed,192,Non-renewable,70
1.7,"37,000",20,1.4,"1,300",150,140,20,47,4,Mixed,84,Hybrid,70
1.6,"22,000",40,1.6,"1,900",50,70,30,88,3,Compute-heavy,359,Renewable-first,10
1.4,"40,000",80,1.7,"2,400",150,60,100,84,2,Compute-heavy,237,Renewable-first,40
1.5,"14,000",60,1.4,"1,000",130,150,20,142,4,I/O heavy,480,Renewable-first,20
1.7,"40,000",70,1.3,"2,200",150,110,0,200,3,Mixed,486,Non-renewable,50
1.4,"25,000",80,1.5,"2,700",140,140,0,186,1,Compute-heavy,272,Renewable-first,0
1.4,"29,000",50,1.1,"1,600",100,110,80,170,5,I/O heavy,472,Hybrid,70
1.3,"44,000",40,1.7,"1,100",70,90,20,65,0,I/O heavy,493,Non-renewable,30
1.7,"13,000",90,1.4,"2,600",90,130,40,98,3,I/O heavy,301,Renewable-first,80
1.3,"31,000",40,1.8,"1,600",70,110,90,103,0,I/O heavy,362,Hybrid,30
1.6,"19,000",40,1.3,"1,800",110,120,60,150,4,I/O heavy,414,Non-renewable,40
1.4,"36,000",30,1.5,"1,800",70,100,10,189,3,I/O heavy,465,Non-renewable,80
1.4,"48,000",10,1.3,"1,500",60,50,0,94,2,I/O heavy,113,Hybrid,20
1.6,"43,000",60,1.1,"2,100",50,130,60,91,0,Mixed,425,Non-renewable,20
1.2,"20,000",60,1.6,"2,200",120,110,80,69,3,I/O heavy,116,Non-renewable,70
1.6,"32,000",70,1.5,700,170,140,50,125,2,I/O heavy,342,Non-renewable,20
1.7,"10,000",70,1.6,"2,300",120,120,70,101,4,Compute-heavy,330,Non-renewable,70
1.7,"10,000",100,1.8,"1,000",90,60,0,70,0,Compute-heavy,111,Non-renewable,0
1.3,"42,000",70,1.8,"1,200",30,110,20,82,2,Mixed,166,Hybrid,0
1.7,"6,000",80,1.7,700,130,150,60,38,2,Mixed,457,Hybrid,60
1.6,"45,000",50,1.7,"2,400",130,140,30,103,0,I/O heavy,152,Hybrid,70
1.7,"44,000",30,1.2,"1,300",40,70,50,166,0,Mixed,373,Renewable-first,30
1.5,"11,000",10,1.4,"1,600",150,70,40,98,5,Compute-heavy,192,Hybrid,20
1.5,"31,000",40,1.0,"1,200",200,80,50,84,4,Compute-heavy,248,Hybrid,70
1.8,"32,000",50,1.5,"1,200",20,140,60,52,1,Mixed,392,Non-renewable,30
1.7,"20,000",60,1.4,500,60,130,90,29,5,Mixed,148,Hybrid,80
1.5,"13,000",50,1.6,"2,900",160,130,30,33,4,I/O heavy,100,Non-renewable,60
1.4,"19,000",30,1.5,"1,100",180,90,30,165,3,I/O heavy,250,Hybrid,10
1.4,"38,000",30,1.2,"1,400",50,150,100,105,4,I/O heavy,244,Hybrid,20
1.4,"24,000",60,1.4,"2,000",130,140,40,105,3,Compute-heavy,414,Non-renewable,70
1.4,"18,000",0,1.1,800,40,140,50,43,0,I/O heavy,51,Non-renewable,70
1.4,"15,000",20,1.1,"1,700",180,70,100,123,5,I/O heavy,281,Hybrid,80
1.7,"34,000",90,1.4,"2,600",180,150,30,108,1,Compute-heavy,282,Renewable-first,20
1.2,"7,000",10,1.4,"2,100",100,100,10,132,2,Compute-heavy,422,Renewable-first,30
1.6,"6,000",10,1.3,"1,500",70,90,10,117,2,Compute-heavy,124,Hybrid,70
1.3,"18,000",60,1.0,"1,900",130,150,90,90,1,Compute-heavy,140,Hybrid,50
1.4,"33,000",40,1.5,"2,800",110,100,40,70,4,I/O heavy,248,Renewable-first,40
1.2,"9,000",20,1.5,"2,000",200,80,0,135,4,I/O heavy,235,Non-renewable,0
1.4,"48,000",80,1.3,"1,300",80,110,70,36,4,Mixed,218,Non-renewable,10
1.7,"10,000",80,1.0,"2,000",140,50,10,149,4,Mixed,182,Renewable-first,0
1.7,"12,000",20,1.5,"2,900",120,120,90,132,5,I/O heavy,320,Renewable-first,20
1.3,"43,000",10,1.1,"1,600",190,90,10,190,5,Compute-heavy,363,Non-renewable,40
1.5,"43,000",20,1.2,"1,300",120,130,50,196,5,I/O heavy,307,Renewable-first,0
1.5,"48,000",80,1.2,"1,900",60,140,60,148,3,I/O heavy,269,Renewable-first,50
1.7,"33,000",70,1.2,"2,100",200,70,80,157,5,Compute-heavy,371,Renewable-first,40
1.7,"43,000",20,1.5,"3,000",30,100,80,25,0,I/O heavy,485,Non-renewable,70
1.5,"48,000",30,1.1,"3,000",30,70,90,170,5,I/O heavy,194,Non-renewable,0
1.6,"31,000",40,1.5,"1,600",190,110,40,94,2,Mixed,435,Hybrid,80
1.7,"20,000",30,1.4,"1,400",40,50,10,47,0,I/O heavy,212,Renewable-first,80
1.2,"31,000",100,1.3,"2,900",70,100,60,61,0,I/O heavy,350,Hybrid,40
1.4,"43,000",10,1.5,"3,000",190,80,100,195,3,Compute-heavy,253,Hybrid,60
1.7,"44,000",100,1.7,"1,000",180,60,80,111,2,I/O heavy,319,Renewable-first,20
1.6,"5,000",80,1.4,"1,000",30,100,90,39,2,Mixed,247,Hybrid,40
1.5,"49,000",10,1.1,500,110,50,0,89,3,I/O heavy,194,Non-renewable,0
1.5,"37,000",40,1.4,600,130,80,0,134,0,I/O heavy,194,Renewable-first,10
1.4,"43,000",100,1.4,"1,400",100,50,80,155,0,Mixed,285,Non-renewable,50
1.5,"31,000",80,1.8,"1,200",190,120,10,198,5,Compute-heavy,281,Non-renewable,20
1.6,"21,000",70,1.5,"2,200",170,70,20,121,0,Compute-heavy,76,Renewable-first,20
1.5,"19,000",0,1.0,"1,400",140,60,10,124,5,Compute-heavy,445,Hybrid,10
1.6,"26,000",20,1.1,"1,300",20,120,40,160,1,Compute-heavy,277,Renewable-first,70
1.7,"23,000",90,1.4,"2,400",70,100,0,189,2,I/O heavy,129,Renewable-first,30
1.3,"32,000",80,1.6,"1,500",150,110,100,71,5,Compute-heavy,98,Hybrid,80
1.5,"27,000",20,1.1,800,100,150,90,50,2,I/O heavy,477,Non-renewable,40
1.4,"40,000",100,1.5,900,70,150,70,89,1,I/O heavy,326,Non-renewable,80
1.6,"43,000",30,1.4,"1,100",40,120,70,63,3,I/O heavy,331,Non-renewable,10
1.3,"24,000",20,1.3,"2,100",90,90,0,119,4,I/O heavy,244,Renewable-first,10
1.6,"13,000",60,1.1,"1,300",20,50,20,127,0,I/O heavy,464,Renewable-first,80
1.7,"27,000",80,1.7,"1,900",70,120,80,85,2,Mixed,479,Renewable-first,60
1.5,"49,000",30,1.6,"1,000",150,90,40,123,4,I/O heavy,365,Hybrid,0
1.7,"11,000",80,1.7,900,140,100,50,75,5,Mixed,447,Non-renewable,80
1.8,"35,000",10,1.1,"1,700",50,60,50,90,2,Compute-heavy,224,Hybrid,60
1.3,"15,000",10,1.5,"2,500",120,100,70,171,2,Compute-heavy,76,Non-renewable,40
1.3,"44,000",80,1.0,"2,100",50,100,70,145,4,Compute-heavy,416,Renewable-first,70
1.8,"21,000",60,1.1,500,120,130,30,96,4,Mixed,224,Hybrid,20
1.8,"40,000",40,1.6,"2,700",40,110,40,181,3,Mixed,213,Non-renewable,60
1.3,"30,000",40,1.2,"2,200",180,120,100,47,4,Compute-heavy,366,Non-renewable,0
1.2,"40,000",80,1.2,"1,800",180,70,40,84,2,I/O heavy,311,Hybrid,80
1.3,"22,000",100,1.4,"1,600",190,80,10,129,1,Compute-heavy,409,Renewable-first,0
1.8,"35,000",30,1.5,800,180,140,100,25,5,Compute-heavy,273,Hybrid,10
1.3,"39,000",100,1.5,"1,200",20,120,90,24,4,Compute-heavy,310,Renewable-first,40
1.5,"45,000",0,1.1,"1,000",60,140,80,113,4,Mixed,470,Non-renewable,20
1.7,"32,000",50,1.7,"2,400",60,140,100,95,5,Mixed,267,Hybrid,0
1.2,"30,000",20,1.1,"2,700",120,70,80,122,4,Mixed,410,Non-renewable,20
1.6,"10,000",10,1.7,"2,700",120,120,70,139,3,Mixed,180,Non-renewable,20
1.4,"38,000",30,1.4,"2,100",20,70,0,124,4,I/O heavy,281,Renewable-first,30
1.7,"32,000",80,1.1,500,40,120,0,75,2,I/O heavy,493,Non-renewable,50
1.4,"48,000",70,1.1,"2,500",140,60,20,63,3,Compute-heavy,282,Renewable-first,70
1.6,"13,000",60,1.3,"1,100",70,50,30,176,3,Mixed,388,Hybrid,30
1.6,"33,000",10,1.8,"1,000",90,70,90,117,3,Mixed,315,Hybrid,20
1.3,"38,000",0,1.7,"2,100",60,150,70,175,5,Mixed,453,Hybrid,0
1.2,"16,000",60,1.8,"2,700",110,120,70,157,4,I/O heavy,399,Hybrid,30
1.4,"20,000",90,1.4,"2,100",190,100,40,85,3,I/O heavy,90,Hybrid,20
1.4,"11,000",40,1.5,"1,800",50,80,20,154,0,I/O heavy,315,Renewable-first,0
1.7,"35,000",100,1.4,600,200,60,0,116,5,I/O heavy,371,Hybrid,40
1.7,"37,000",70,1.0,"2,000",190,70,80,123,0,Compute-heavy,321,Non-renewable,0
1.5,"11,000",40,1.1,"1,700",100,90,10,145,0,I/O heavy,420,Renewable-first,10
1.6,"7,000",90,1.2,"2,000",70,90,10,166,1,Compute-heavy,162,Hybrid,70
1.6,"24,000",40,1.3,"1,700",180,50,80,73,1,Compute-heavy,168,Non-renewable,0
1.7,"9,000",70,1.6,"3,000",60,150,70,53,1,Compute-heavy,241,Renewable-first,30
1.5,"7,000",80,1.6,"1,500",80,110,20,46,4,I/O heavy,423,Renewable-first,30
1.4,"42,000",10,1.4,"2,700",80,70,70,55,1,I/O heavy,208,Hybrid,80
1.4,"19,000",70,1.3,500,190,110,10,75,4,Compute-heavy,481,Hybrid,80
1.5,"39,000",60,1.1,"1,700",170,130,40,199,4,Mixed,477,Hybrid,80
1.5,"27,000",70,1.0,"1,600",100,90,10,22,1,Compute-heavy,361,Renewable-first,40
1.5,"37,000",20,1.5,900,180,90,70,88,2,I/O heavy,112,Renewable-first,20
1.3,"6,000",30,1.3,"1,900",180,150,20,27,4,Compute-heavy,386,Renewable-first,80
1.6,"40,000",60,1.4,700,160,150,90,172,1,Compute-heavy,492,Hybrid,70
1.3,"25,000",40,1.7,800,40,50,40,76,4,Mixed,468,Non-renewable,30
1.3,"18,000",60,1.5,"1,900",160,140,60,73,4,Compute-heavy,194,Non-renewable,0
1.4,"18,000",50,1.6,"1,900",110,110,40,193,0,I/O heavy,128,Hybrid,0
1.3,"46,000",30,1.1,"1,800",20,60,20,27,0,Compute-heavy,499,Hybrid,40
1.6,"15,000",10,1.0,"2,800",70,140,20,105,4,Mixed,254,Renewable-first,0
1.4,"8,000",50,1.1,"1,300",70,140,40,173,1,Mixed,292,Hybrid,70
1.5,"34,000",50,1.6,"1,000",30,60,30,88,0,Compute-heavy,170,Non-renewable,10
1.5,"40,000",50,1.4,"1,500",170,50,20,162,2,Mixed,227,Renewable-first,80
1.3,"24,000",0,1.2,"2,000",40,120,100,118,2,Compute-heavy,107,Renewable-first,40
1.3,"20,000",50,1.8,"1,700",80,70,20,130,5,Compute-heavy,359,Renewable-first,60
1.7,"38,000",10,1.4,"1,500",80,70,90,124,2,I/O heavy,175,Renewable-first,40
1.5,"49,000",90,1.3,600,50,60,30,67,2,I/O heavy,361,Hybrid,10
1.4,"12,000",40,1.8,"2,200",150,110,70,77,1,Compute-heavy,463,Hybrid,70
1.2,"49,000",60,1.1,"2,900",180,130,70,113,4,Compute-heavy,117,Hybrid,40
1.5,"24,000",90,1.5,"1,300",70,80,100,76,3,I/O heavy,137,Renewable-first,60
1.5,"25,000",0,1.6,"1,900",50,80,40,195,3,Mixed,287,Non-renewable,30
1.5,"44,000",40,1.8,"1,800",180,100,20,127,0,I/O heavy,489,Renewable-first,40
1.6,"34,000",80,1.7,"1,400",100,80,40,158,5,I/O heavy,286,Hybrid,20
1.3,"40,000",20,1.2,"1,100",180,110,10,49,1,Mixed,320,Hybrid,70
1.4,"9,000",10,1.2,800,50,100,80,177,1,Compute-heavy,297,Renewable-first,10
1.7,"25,000",90,1.1,"1,900",200,130,0,87,3,Mixed,439,Non-renewable,60
1.8,"42,000",10,1.1,"2,400",200,90,70,105,1,Mixed,112,Hybrid,80
1.3,"27,000",20,1.6,"2,200",120,80,10,149,2,I/O heavy,405,Non-renewable,50
1.5,"23,000",0,1.2,"3,000",120,70,10,89,0,Compute-heavy,99,Non-renewable,60
1.3,"14,000",10,1.4,"2,600",30,140,80,171,1,Mixed,150,Non-renewable,30
1.2,"31,000",50,1.6,"2,700",170,120,10,118,1,I/O heavy,177,Renewable-first,30
1.4,"39,000",70,1.5,"2,700",70,120,90,164,5,Mixed,204,Hybrid,70
1.3,"17,000",30,1.6,"1,600",90,140,80,159,5,I/O heavy,245,Renewable-first,80
1.6,"13,000",10,1.0,"1,000",160,70,70,187,3,Mixed,410,Non-renewable,0
1.5,"21,000",40,1.5,"1,000",90,140,100,84,5,Mixed,388,Non-renewable,70
1.3,"35,000",20,1.7,"1,600",120,100,50,162,2,Compute-heavy,312,Non-renewable,30
1.2,"46,000",40,1.3,"2,500",20,50,40,199,1,Mixed,184,Hybrid,80
1.7,"48,000",20,1.2,"2,800",60,130,50,28,2,I/O heavy,83,Non-renewable,70
1.3,"49,000",100,1.1,900,90,150,0,75,2,Compute-heavy,70,Non-renewable,50
1.6,"28,000",30,1.8,"1,300",180,110,80,54,1,Mixed,111,Renewable-first,60
1.4,"46,000",40,1.0,"2,700",120,80,70,38,1,I/O heavy,106,Non-renewable,20
1.6,"23,000",60,1.6,600,60,60,60,189,3,I/O heavy,366,Renewable-first,70
1.4,"34,000",10,1.2,"1,600",190,150,0,188,3,I/O heavy,387,Hybrid,80
1.3,"9,000",50,1.2,"1,500",40,70,70,93,0,I/O heavy,496,Hybrid,0
1.3,"12,000",50,1.1,700,60,110,70,58,3,Compute-heavy,484,Renewable-first,0
1.3,"41,000",50,1.2,"2,800",190,50,0,91,1,I/O heavy,453,Hybrid,70
1.5,"40,000",60,1.4,"1,300",100,80,20,114,0,I/O heavy,263,Renewable-first,60
1.6,"29,000",100,1.7,"1,200",60,110,70,194,5,Compute-heavy,77,Non-renewable,60
1.4,"49,000",20,1.3,600,190,130,20,25,0,I/O heavy,114,Hybrid,20
1.2,"9,000",40,1.6,"3,000",20,80,30,125,0,Mixed,267,Non-renewable,40
1.5,"37,000",80,1.2,900,150,110,70,21,3,I/O heavy,327,Renewable-first,60
1.6,"26,000",80,1.7,"2,000",70,80,70,165,1,I/O heavy,460,Renewable-first,40
1.8,"46,000",60,1.7,"1,300",170,60,90,193,2,Compute-heavy,476,Non-renewable,10
1.6,"29,000",80,1.1,"1,200",80,60,100,159,2,Mixed,337,Renewable-first,10
1.5,"47,000",20,1.7,800,160,110,50,161,5,I/O heavy,365,Non-renewable,40
1.5,"33,000",60,1.6,"1,800",60,80,60,116,5,I/O heavy,90,Non-renewable,30
1.8,"49,000",0,1.3,"1,600",100,100,80,92,5,I/O heavy,333,Non-renewable,20
1.7,"34,000",60,1.7,"2,700",170,100,100,103,5,Compute-heavy,356,Hybrid,60
1.4,"34,000",20,1.7,"2,300",70,60,40,31,0,Mixed,277,Hybrid,30
1.3,"48,000",20,1.4,"2,300",170,130,20,21,5,Compute-heavy,494,Non-renewable,70
1.4,"35,000",60,1.4,"2,300",20,140,70,68,2,I/O heavy,476,Renewable-first,70
1.5,"38,000",70,1.6,"2,600",70,80,60,51,3,Mixed,271,Non-renewable,20
1.6,"32,000",30,1.2,"1,700",60,50,50,178,0,Mixed,403,Hybrid,0
1.5,"14,000",0,1.1,"2,900",110,120,30,104,0,I/O heavy,322,Renewable-first,80
1.2,"8,000",40,1.4,"2,300",170,150,0,86,2,Mixed,224,Hybrid,70
1.6,"37,000",90,1.3,700,40,80,40,99,1,Mixed,131,Renewable-first,60
1.7,"21,000",30,1.1,"1,200",50,120,50,28,1,Mixed,161,Hybrid,30
1.4,"15,000",80,1.1,"2,800",110,50,50,155,4,Compute-heavy,490,Non-renewable,30
1.6,"11,000",20,1.2,"3,000",100,120,30,65,1,Compute-heavy,174,Hybrid,50
1.5,"21,000",30,1.3,"1,800",100,100,30,141,4,Mixed,122,Non-renewable,20
1.7,"32,000",90,1.3,"1,100",120,150,20,75,0,Compute-heavy,237,Hybrid,30
1.7,"21,000",20,1.8,800,70,140,10,158,2,Compute-heavy,394,Hybrid,20
1.5,"45,000",20,1.4,"2,100",170,70,50,198,0,Compute-heavy,102,Non-renewable,20
1.6,"14,000",60,1.7,"2,500",90,70,20,92,0,I/O heavy,184,Renewable-first,40
1.7,"30,000",40,1.4,"1,700",30,110,70,158,3,Compute-heavy,73,Hybrid,80
1.5,"10,000",40,1.1,"1,600",160,120,10,49,1,Compute-heavy,271,Hybrid,40
1.4,"21,000",30,1.7,"1,300",110,130,70,141,5,Mixed,106,Non-renewable,50
1.7,"20,000",90,1.0,"1,100",60,60,80,40,0,I/O heavy,249,Hybrid,10
1.3,"43,000",70,1.5,"1,700",170,130,30,62,3,Compute-heavy,181,Non-renewable,80
1.4,"30,000",0,1.3,700,70,150,40,155,2,I/O heavy,462,Hybrid,10
1.7,"8,000",100,1.4,"1,200",40,120,0,189,3,I/O heavy,146,Renewable-first,80
1.6,"24,000",80,1.6,"1,500",180,140,40,193,3,I/O heavy,131,Hybrid,60
1.4,"45,000",100,1.0,900,140,100,70,115,5,I/O heavy,309,Renewable-first,40
1.3,"15,000",80,1.1,"1,400",170,90,70,188,3,Compute-heavy,326,Hybrid,40
1.4,"27,000",100,1.7,600,70,60,90,34,2,Mixed,456,Renewable-first,50
1.4,"37,000",40,1.4,600,170,90,90,123,5,I/O heavy,195,Non-renewable,20
1.3,"35,000",0,1.2,"2,600",140,80,60,122,4,Compute-heavy,189,Non-renewable,70
1.6,"11,000",10,1.4,700,170,100,40,158,0,Mixed,227,Hybrid,70
1.4,"26,000",10,1.3,"1,000",50,50,100,141,2,I/O heavy,107,Hybrid,30
1.5,"9,000",50,1.6,"2,000",60,130,60,56,5,Mixed,280,Non-renewable,60
1.4,"41,000",90,1.6,"2,300",50,150,70,102,0,Mixed,202,Non-renewable,60
1.8,"5,000",80,1.4,"2,400",20,50,70,50,1,Compute-heavy,177,Hybrid,50
1.4,"10,000",20,1.2,"1,900",160,60,60,88,1,Mixed,178,Renewable-first,50
1.2,"49,000",70,1.0,"1,400",150,100,10,191,0,Mixed,177,Renewable-first,30
1.3,"8,000",10,1.4,"1,600",50,60,100,164,0,Mixed,359,Non-renewable,0
1.6,"34,000",40,1.5,"1,700",110,80,0,171,4,I/O heavy,108,Non-renewable,20
1.6,"34,000",30,1.5,"1,900",70,150,60,147,1,Mixed,485,Non-renewable,0
1.5,"21,000",40,1.7,"2,600",200,130,40,157,2,I/O heavy,373,Hybrid,10
1.5,"28,000",30,1.4,"1,100",200,140,60,48,2,Compute-heavy,459,Renewable-first,40
1.2,"35,000",0,1.6,"2,000",60,100,90,130,3,Compute-heavy,239,Renewable-first,30
1.5,"32,000",0,1.1,"1,700",40,120,80,125,2,Mixed,134,Renewable-first,10
1.5,"49,000",50,1.6,500,150,60,0,33,1,I/O heavy,249,Hybrid,50
